#
# (flagged, not a current canonical defect).
# Audit result: 0 authored-should-derive rows. The canonical world-content path carries no inline
# Constructor gate baseline (Q1 Stone 1, items 2 and 3). The one-time AUDIT of the raw-representation
# `::from_bits(` and decimal-parse `::from_decimal_str(` constructors in the non-exempt world-content
# a complement, a residue split, a bit-space mean), deserialization (a stored bit-pattern round-tripped
# authored value; every occurrence is engine-mechanics, bit-space arithmetic, deserialization, a test
# back), test-fixture (a #[cfg(test)] constant or assertion), dev-fixture (a labelled non-canonical
# classify) or below it (update the row). Columns: pattern<TAB>path<TAB>count<TAB>class<TAB>reason.
# engine-constant (a Principle-11 engine-mechanics constant: a half, an epsilon, a smallest-
# fixed, never silently frozen). The gate fails on any count above a row's baseline (a new site to
# fixture, or a labelled dev-fixture. The dev-fixtures (the spawn_predator geometry and the test-
# modules (physics, sim, world; core and units are the quarantine, laws.rs and the loaders are exempt
# path of world content that must instead read from the floor: a SURFACED DEFECT, reported and to be
# representable floor), bit-arithmetic (a Fixed reconstructed from a value computed in raw Q32.32 bits:
# scenario CreatureSelectionParams mutation spreads) are authored in the quarantined run harness and
# scenario or demo value, production-should-manifest-wire), or authored-should-derive (a value on the
# the test scenarios, not on a canonical law path; production wiring should read them from the manifest
# wholesale). Each row is CLASSIFIED, never a blanket freeze: the class column is one of
::from_decimal_str(	crates/planet-substrate/src/moons.rs	1	deserialization	the cited Domingos-Winter-Yokoyama (2006) Hill-fraction stability coefficients (0.4895, 0.9309, 1.0305, 0.2738, 1.0764, 0.9812) and the classical fluid Roche coefficient (2.44), PIPELINE_FETCHES.md sections 7-8, each carried as its published decimal string through the cited() reader and round-tripped to Fixed for the dormant moon-survival primitives; reads the cited literature never authors	3e6d4b43d473c69d
::from_decimal_str(	crates/planet-substrate/src/secular.rs	27	deserialization	5 in the derivation parse cited fundamental and unit anchors (EARTH_MASS_KG, SOLAR_MASS_KG, CODATA SPEED_OF_LIGHT, SECONDS_PER_JULIAN_YEAR, ASTRONOMICAL_UNIT_M) to BigRat for once-computed unit conversions (the Earth-to-Sun mass ratio and c in AU per year), reads the floor never authors; 22 in the test module are real solar-system planet parameters (Jupiter, Saturn, Mercury, Venus masses, semimajor axes, eccentricities) feeding the Laplace-Lagrange analytic-recovery and Mercury-GR validation tests, known reference values never derivation-path content	c7a1bc0946b6b309
::from_decimal_str(	crates/planet-substrate/src/smallbody.rs	1	deserialization	the cited [M] Murphy-Koop (2005) ice saturation equation coefficients (a,b,c,d), read from the physics ice_sublimation column via equation_coefficients(), parsed to Fixed to evaluate ln p_sat at an arbitrary disk temperature for the small-body snow-line split; reads the cited equation never authors	043a718774c572bd
::from_decimal_str(	crates/planet-substrate/src/stellar.rs	2	deserialization	the cited reference anchors SOLAR_LUMINOSITY_W and SOLAR_RADIUS_M parsed to BigRat for the wide surface-flux path, reads the anchor never authors	240c7e0fffc1e6c4
::from_decimal_str(	crates/planet-substrate/src/stellar_evolution.rs	12	deserialization	the cited post-main-sequence stellar-track residents parsed to Fixed/BigRat: the Schonberg-Chandrasekhar coefficient (0.37), the shell-burning homology prefactor (238000), the CNO exponent (0.04) and the core-mass polynomial coefficients (0.0305, 0.1802) and fit-domain bounds (0.5, 0.66, 0.8) from the capstone resolution section 3, the hydrogen mass-defect fraction (0.00712) and the reference anchors SPEED_OF_LIGHT / SOLAR_LUMINOSITY_W / SOLAR_MASS_KG; reads the cited resolution and floor anchors never authors, per-world composition (mu, Z_CNO, X_env, core mass, Hayashi band) is a caller argument	51245b77d1edeb4b
::from_bits(	crates/planet-substrate/src/deeptime.rs	3	bit-arithmetic	the conservative deep-time bit-space redistributions in raw field bits, each a world-crate delta that sums to exactly zero (mass moved, never created or lost): the impact delta (excavated bowl balancing ejecta blanket) applied to the bombardment relief and the running surface, and the support-bound collapse delta (the redistribute chain) applied to the crust AREAL-MASS STOCK as it flows to the mechanical support bound, the thickness being re-read off the moved stock rather than moved beside it; the two impact legs are CHECKED adds validated against the delta's zero sum before any of the raster is committed, so a basin lands whole or not at all	c20c26935b773ee4
::from_bits(	crates/physics/src/flexural_relief.rs	1	bit-arithmetic	the superposition's i128 raw-bit accumulator: contributions are summed in i128 and converted back once after a range check, so a long load list cannot overflow the running sum	693586c34b059f06
::from_bits(	crates/materials/src/mie_gruneisen_debye.rs	3	bit-arithmetic	two production sites derive branch and derivative-resolution floors from the Q32.32 representation ulp; the third occurrence is the explanatory formula in the adjacent rustdoc, not a value constructor	27bfef26fb15bdd5
::from_bits(	crates/materials/src/thermochemical/proposer.rs	3	test-fixture	a representability-boundary test constructs three and four raw ulps and asserts the exact one-ulp limiting-reagent result	e6fdb48ff2b3c3f3
::from_decimal_str(	crates/materials/src/conductivity.rs	1	test-fixture	the conductivity test module parses cited validation-census and synthetic test decimals through one helper	043a718774c572bd
::from_decimal_str(	crates/materials/src/mie_gruneisen_debye.rs	3	test-fixture	the MGD test module parses sweep coordinates and comparison fixtures; no production value enters through these sites	dd120602f940352a
